Component,Type,German,English,French,Italian,Spanish,Dutch,Danish,Swedish,Norwegian,Slovenian,Croatian,Hungarian,Polish,Russian
CbBxWWDiEin1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWDiEin2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWDiEin3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWDoAus1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWDoAus2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWDoAus3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWDoEin1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWDoEin2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWDoEin3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWFrAus1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWFrAus2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWFrAus3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWFrEin1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWFrEin2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWFrEin3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWMiAus1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWMiAus2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWMiAus3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWMiEin1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWMiEin2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWMiEin3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWMoAus1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWMoAus2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWMoAus3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWMoEin1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWMoEin1Change,TComboBox,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45,24:00
CbBxWWMoEin2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWMoEin3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWSaAus1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWSaAus2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWSaAus3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWSaEin1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWSaEin2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWSaEin3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWSoAus1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWSoAus2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWSoAus3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWSoEin1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWSoEin2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWSoEin3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkDiAus1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkDiAus2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkDiAus3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkDiEin1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkDiEin2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkDiEin3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkDoAus1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkDoAus2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkDoAus3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkDoEin1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkDoEin2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkDoEin3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkFrAus1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkFrAus2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkFrAus3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkFrEin1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkFrEin2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkFrEin3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkMiAus1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkMiAus2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkMiAus3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkMiEin1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkMiEin2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkMiEin3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkMoAus1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkMoAus2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkMoAus3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkMoEin1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkMoEin2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkMoEin3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkSaAus1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkSaAus2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkSaAus3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkSaEin1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkSaEin2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkSaEin3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkSoAus1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkSoAus2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkSoAus3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkSoEin1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkSoEin2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkSoEin3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
ChkBxH1,TGroupBox,Värme 1,fûtõkör1,,,,,,,,,,,,
